73.91790	71.97250	34.02274	62.11259	57.74326
91.28120	87.91975	59.31439	23.63140	91.71730
36.74460	21.56937	63.68000	52.95589	55.94771
34.82300	39.98020	86.35773	72.61222	84.21830
24.24155	37.02017	50.25715	68.32171	 3.17349
98.85470	68.18196	81.05980	29.08500	 4.98550
46.61900	29.29321	29.94390	92.61500	61.61900
 2.98240	14.75600	91.97922	69.78281	83.54111
 8.69139	98.83200	24.18513	60.16900	47.55060
48.35092	 9.41310	26.10501	49.06995	24.81726
 3.79090	67.11490	31.06029	10.49490	11.03476
82.28481	70.44200	68.87970	21.03628	99.35144
 3.10808	70.72438	45.76091	82.45373	42.38580
71.64292	83.88570	20.31200	 7.11311	15.57130
51.15399	39.51936	63.03581	56.58978	41.99485
89.70600	10.35094	18.59960	 3.09280	22.17804
85.33060	83.04560	37.90300	77.58494	46.68489
26.05000	 5.08056	84.80500	 0.36129	69.61700
26.34453	26.50681	74.95739	16.44433	14.05430
84.44100	98.33614	19.78620	82.28890	77.99470
71.64135	13.02400	53.17601	41.11121	10.53781
41.93090	37.28830	67.32785	32.83487	72.29600
62.35900	87.99292	40.36625	66.04870	92.72018
 7.70117	13.32670	54.81027	92.13131	65.00273
50.79240	57.45429	15.09900	79.17110	46.90510
76.56900	92.37020	67.29500	28.41338	56.53240
75.96135	21.80174	81.02646	97.03670	44.61873
41.35970	62.11454	47.36136	54.08500	90.66913
25.00837	 1.05280	15.97008	77.21510	41.87283
 6.54228	37.80720	22.84140	32.24915	76.86253
 4.10475	82.89200	10.41153	93.34988	49.06521
28.18305	35.24710	26.15725	13.11512	97.88610
53.00550	32.75719	78.85066	35.46740	16.85900
87.21210	 5.72721	36.87381	70.14921	27.66200
70.64651	38.95360	80.50700	19.31267	95.79335
 1.17058	77.71521	16.12382	72.05600	11.85000
44.04027	99.66890	74.42543	67.04500	58.20984
58.32640	94.73826	50.13140	41.67294	97.05618
53.56600	74.66607	88.97381	53.87000	26.91151
98.30648	84.21200	 4.84771	 6.23220	68.62357
69.04000	42.63400	13.06700	62.11644	87.15037
87.86200	80.65377	92.69569	59.92754	94.09564
14.98300	54.05171	39.18616	23.86610	74.01000
24.28686	89.99313	80.07120	14.32794	96.88290
39.96650	18.26930	23.90165	46.08400	70.08509
20.06050	92.21475	62.80080	75.47565	89.12955
78.15167	58.31399	30.15559	80.93001	77.54907
45.84376	40.35718	43.25090	83.90770	61.54030
 2.56940	25.50288	72.58970	 4.32697	29.44730
 6.76360	87.43810	73.85130	92.82250	75.11788
53.42722	99.09571	38.51594	72.79100	44.88244
90.36313	39.59900	34.25232	28.41200	19.87566
20.94619	59.08818	43.99653	 8.76140	90.97420
59.69429	87.54644	34.39628	58.16260	71.74110
 2.79740	15.77487	74.01046	78.90862	98.91400
45.20740	65.13949	32.62700	38.08600	80.90070
56.96184	 4.95073	62.31200	54.78323	37.19700
20.19297	65.35142	57.21314	15.94900	62.04434
68.75710	62.23171	29.35912	72.26222	11.14040
94.56389	 2.53676	33.60630	13.10797	35.25515
69.88639	 1.47538	56.47980	70.20163	30.68800
20.00210	12.33289	66.05900	15.48656	94.30227
17.80477	 5.18035	40.68665	52.56523	 1.80549
93.17473	53.96187	43.35417	72.14276	40.76605
38.06105	26.32500	23.57100	87.35760	81.61800
60.63640	95.43007	49.18900	41.13240	23.57389
16.68670	87.50451	67.85273	44.50185	11.25202
30.17800	25.00700	 7.71687	28.81165	79.93628
93.55666	67.41382	83.99114	18.30574	71.60677
38.49600	34.19923	97.26507	 3.23870	 8.23635
69.77064	88.08319	73.48359	72.97967	15.73800
88.36973	87.33013	96.99886	 9.56810	32.22985
82.17348	46.69422	22.37259	28.10781	83.86160
56.77160	52.02000	93.33734	86.89700	38.89210
26.81007	98.82277	87.02698	17.40726	34.78600
96.75099	13.23000	64.34361	28.79011	88.16340
70.45910	70.27184	28.77278	52.49715	 8.05145
58.21127	74.52830	70.44560	62.99173	45.17700
81.41841	79.41504	39.01300	46.21097	90.76380
35.26899	49.37100	69.78260	18.42063	91.05307
16.54400	 0.27861	95.96439	74.94666	64.10300
18.87327	69.30451	45.81493	30.03600	31.60912
81.63400	16.95092	35.82789	 0.11785	36.56780
99.85260	34.43885	15.29453	53.77875	83.95063
28.87558	89.41637	42.09500	44.62190	50.49270
77.09084	74.87700	47.53400	27.97700	91.78100
84.30700	69.02529	68.49859	48.05134	46.38662
79.43000	78.91732	34.02620	64.01100	43.17150
42.56301	 2.51535	92.83800	65.62248	 9.66413
52.14790	55.08614	64.96798	 3.98110	39.87900
43.41283	40.19437	33.52632	48.70700	92.90596
75.23050	23.97000	23.59812	60.80987	69.15558
30.20600	15.88220	61.58000	40.41280	18.29550
21.76518	12.68800	35.13333	21.99520	73.50750
28.52837	31.07918	25.95181	93.21315	13.33840
76.55657	68.00624	36.69282	75.44680	13.62790
76.11663	22.58163	37.81923	 5.53898	55.16828
23.71047	 3.85550	 2.22251	19.43362	51.62606
14.25960	81.86360	48.03037	88.39237	27.87200
48.87720	 6.26461	95.07760	41.30522	64.06889
