 0061.5646,     082.1543774,      00021.14834,0066.78122,   079.65474
    78.463095,    28.45495,  06.82451681,000089.945,      0078.215
 035.8261,    0089.1768154,    45.9256039,   18.08199,   0083.374
 50.69699994, 0012.388691,  00072.128529,     00062.059176,    0000064.0134
    70.030245,   0000059.6758,  089.28110839,   86.11896048,   000014.93211
     061.470721,  00031.43062,   0000079.0264,   00000035.696,    0071.54304
0052.045273,    00000037.916, 00028.23436,   89.33852343,  60.51458113
0078.226,24.70943875, 3.56690625,      00073.96, 029.76078593
 000039.2336,      0061.0467344,    24.58417422,     051.6465424, 0078.46884
    0000057.18,  031.650958,    65.5597384,     17.18646,78.2348289
  90.51089431,   0.87111355,      0017.721,   00080.07, 0000008.9891
      0094.108011,    0000013.438,      26.5570239,33.631816,  55.86391079
   00088.647654,000077.7372,   2.0333752,  0004.22362,      36.47488455
  77.95385,      0075.291,   35.24969411, 015.4064,     008.2714201
   006.603831,    88.039274,  000039.785,     049.971145,0000025.895
     0000054.437,  26.88302741,   98.83271297,0094.907,00023.55618
0051.052056,      046.6517427,  0007.843244,    25.29167262,      0086.2001521
    0083.055,      0076.976987,     098.2741243,013.58735519,     0008.134074
  000029.514,    91.85786818,    00098.382669,  0081.21189,  73.7332216
39.35926474,00055.67361,    034.06336778, 00029.719,     25.771718
  0000077.977,  27.974268,     0024.222,      87.377139,    94.407875
62.1510871,     00010.25236,      00042.410296,   00083.106586,  91.75905474
   00090.036,   0037.483,      0.318089076,     91.23119839, 075.016507
    53.32071,      0042.535,  24.02628194,   96.99572,    0000004.3655
  0069.6172, 000070.73113,   0078.6877,   000006.36118,  0026.12599
   0000035.5975,00074.9707,    51.1050854,     0073.33807, 0049.403
      10.23720599,     0083.689348,000076.73192,      0060.0611022,      048.84192525
00077.97176, 00000056.427,  0000094.59,000057.90723,016.2825331
      58.845311,  000074.713,    000071.2451,   0009.9393255,    38.7337809
      00078.33162,      31.33341048,     00050.475145,  00070.540345, 32.683935
     99.821136,   0021.482,    048.4009007, 077.8403,    4.935210499
   00057.24895,      58.37587772, 0000064.9407,   97.578029, 033.792826
      030.03734,45.8464902,    20.524789,    000014.29155,000024.585
  8.5446367,      000059.825,    1.625261848,      0084.2776255,     05.12625285
    036.3388,      063.74423725,      000089.479,   22.15761,   38.3891401
   27.5227463,0000054.059,042.25764285,  52.9842123,  012.0765
     00078.784476,00022.913,  45.26717,     055.2629,     95.23496096
